class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color
p,f,y,g,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,g
e,f,f,g,t,n,f,c,b,w
p,x,f,g,f,f,f,c,b,g
p,x,f,g,f,f,f,c,b,g
e,f,y,n,t,n,f,c,b,p
e,f,f,g,t,n,f,c,b,u
p,x,y,g,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,p
p,f,s,b,t,f,f,c,b,w
e,f,f,e,t,n,f,c,b,u
p,x,y,n,f,y,f,c,n,b
e,x,y,g,t,n,f,c,b,n
p,x,f,g,f,c,f,w,n,n
p,x,f,p,f,c,f,w,n,n
p,x,y,n,f,y,f,c,n,b
p,f,f,g,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,g
p,x,s,g,t,f,f,c,b,w
p,f,y,g,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,p
p,f,s,g,t,f,f,c,b,h
p,x,f,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,p
e,f,y,e,t,n,f,c,b,p
p,f,f,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,g
p,x,f,g,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,p
p,f,s,w,t,f,f,c,b,p
p,f,f,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,g
p,x,s,w,t,f,f,c,b,h
p,f,f,g,f,f,f,c,b,p
p,x,s,b,t,f,f,c,b,p
p,f,y,g,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,g
e,f,y,g,t,n,f,c,b,u
p,f,y,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,g
p,x,f,p,f,c,f,c,n,p
p,x,y,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,h
e,k,y,n,f,n,f,w,n,w
p,f,f,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,h
p,x,f,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,p
e,f,s,p,t,n,f,c,b,e
p,f,f,y,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,h
e,k,s,p,t,n,f,c,b,e
p,x,f,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,g
p,f,y,y,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,h
e,f,y,g,t,n,f,c,b,w
p,f,y,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,p
e,x,y,r,f,n,f,c,n,p
p,f,y,y,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,g
p,x,y,n,f,s,f,c,n,b
p,f,y,y,f,f,f,c,b,h
p,k,y,n,f,n,f,c,n,w
p,f,f,y,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,p
p,x,f,g,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,g
e,f,y,e,t,n,f,c,b,w
p,f,f,y,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,g
p,f,s,b,t,f,f,c,b,w
p,x,y,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,p
e,x,s,e,t,n,f,c,b,e
p,f,f,g,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,h
p,b,y,w,t,n,f,w,n,w
p,f,s,b,t,f,f,c,b,h
p,x,y,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,g
p,f,y,y,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,p
p,x,s,w,t,f,f,c,b,w
e,f,y,g,t,n,f,c,b,n
p,x,y,n,f,y,f,c,n,b
p,f,y,g,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,g
e,f,y,e,t,n,f,c,b,n
e,x,y,b,t,n,f,c,b,e
p,x,y,y,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,p
p,x,f,g,f,f,f,c,b,p
p,f,y,y,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,p
e,x,y,u,f,n,f,c,n,h
p,x,f,g,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,g
e,f,f,e,t,n,f,c,b,u
p,f,s,b,t,f,f,c,b,h
p,f,y,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,p
p,f,y,y,f,f,f,c,b,h
e,f,y,n,t,n,f,c,b,u
p,f,y,y,f,f,f,c,b,h
e,x,s,b,t,n,f,c,b,e
p,x,y,y,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,g
e,f,f,e,t,n,f,c,b,n
p,f,f,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,p
p,x,y,n,f,y,f,c,n,b
p,f,f,y,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,g
p,x,s,g,f,c,f,c,n,p
p,x,y,y,f,f,f,c,b,g
p,f,s,g,t,f,f,c,b,h
p,x,y,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,h
e,f,y,g,t,n,f,c,b,u
p,f,f,g,f,f,f,c,b,g
p,f,y,y,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,p
e,f,y,n,t,n,f,c,b,n
p,x,y,g,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,h
e,k,y,b,t,n,f,c,b,e
p,x,y,y,f,f,f,c,b,p
p,x,y,n,f,s,f,c,n,b
p,f,y,g,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,g
p,f,y,y,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,g
p,x,s,w,t,f,f,c,b,p
p,x,y,y,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,g
p,f,y,y,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,h
e,f,y,n,t,n,f,c,b,p
p,x,y,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,g
e,f,f,c,f,n,f,w,n,w
p,f,y,g,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,p
p,f,f,y,f,n,f,c,n,w
p,f,f,y,f,f,f,c,b,h
p,x,s,g,t,f,f,c,b,p
e,f,s,n,t,n,f,c,b,e
p,x,y,n,f,y,f,c,n,b
p,x,s,g,f,c,f,w,n,u
p,x,f,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,g
e,x,s,b,t,n,f,c,b,w
p,f,f,g,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,g
p,x,y,n,f,s,f,c,n,b
p,x,y,g,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,p
e,x,y,u,f,n,f,c,n,h
e,f,y,b,t,n,f,c,b,e
p,f,y,y,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,p
p,f,y,y,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,h
p,f,s,b,t,f,f,c,b,w
p,f,s,w,t,n,f,c,b,g
p,x,y,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,g
e,f,f,g,t,n,f,c,b,u
e,x,y,u,f,n,f,c,n,u
p,x,y,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,g
e,f,f,e,t,n,f,c,b,w
p,x,y,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,p
p,x,f,w,f,c,f,c,n,g
p,f,f,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,g
p,f,y,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,g
p,x,y,n,f,y,f,c,n,b
e,f,y,b,t,n,f,c,b,w
p,x,f,y,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,g
p,x,f,g,f,c,f,c,n,u
p,f,s,b,t,f,f,c,b,w
e,f,f,e,t,n,f,c,b,w
p,x,y,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,g
e,f,f,g,t,n,f,c,b,u
p,x,y,y,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,h
p,f,s,w,t,f,f,c,b,w
p,x,y,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,p
e,f,y,u,f,n,f,c,n,h
p,f,f,y,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,g
e,f,y,n,t,n,f,c,b,n
p,x,f,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,g
p,x,s,w,t,f,f,c,b,h
e,f,y,e,t,n,f,c,b,w
e,x,y,u,f,n,f,c,n,w
p,x,y,y,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,g
e,f,s,p,t,n,f,c,b,w
p,f,f,g,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,g
p,f,y,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,h
e,f,y,n,t,n,f,c,b,n
p,f,f,g,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,h
p,x,s,g,t,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,p
p,x,f,w,f,c,f,c,n,g
p,x,f,y,f,f,f,c,b,g
p,f,s,b,t,f,f,c,b,h
p,x,y,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,g
p,f,s,p,t,n,f,c,b,w
p,f,s,b,t,f,f,c,b,p
p,x,y,g,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,h
e,f,y,u,f,n,f,c,n,u
p,x,f,y,f,f,f,c,b,g
e,f,f,e,t,n,f,c,b,w
p,f,f,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,g
p,x,y,n,f,f,f,c,n,b
p,x,y,g,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,h
e,f,y,n,t,n,f,c,b,n
p,x,y,y,f,f,f,c,b,g
e,f,f,e,t,n,f,c,b,w
p,x,f,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,g
p,x,f,p,f,c,f,w,n,p
p,f,f,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,p
e,x,s,p,t,n,f,c,b,e
p,f,f,y,f,f,f,c,b,p
p,x,s,p,f,c,f,w,n,g
p,x,f,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,p
e,f,f,e,t,n,f,c,b,p
p,x,y,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,p
e,f,y,n,t,n,f,c,b,n
p,x,y,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,g
e,f,f,g,t,n,f,c,b,u
p,x,s,g,t,f,f,c,b,h
p,x,y,n,f,f,f,c,n,b
p,f,s,g,t,f,f,c,b,p
p,f,y,g,f,f,f,c,b,g
p,f,y,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,p
e,f,y,e,t,n,f,c,b,e
p,f,y,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,p
e,f,y,n,t,n,f,c,b,e
p,f,y,g,f,f,f,c,b,p
p,k,f,n,f,n,f,c,n,w
p,f,f,g,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,h
p,x,y,n,f,s,f,c,n,b
p,f,f,g,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,g
p,f,s,w,t,f,f,c,b,w
p,f,f,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,h
e,x,y,e,t,n,f,c,b,w
p,f,y,y,f,f,f,c,b,g
p,b,f,y,f,n,f,c,n,w
p,f,y,y,f,f,f,c,b,p
p,x,s,g,t,f,f,c,b,p
p,f,y,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,p
e,k,y,e,t,n,f,c,b,e
p,f,f,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,g
e,k,y,n,f,n,f,w,n,w
p,x,s,w,f,c,f,c,n,p
p,x,f,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,g
p,f,y,y,f,f,f,c,b,p
p,b,s,b,t,n,f,c,b,g
p,x,s,w,t,f,f,c,b,h
e,f,y,e,t,n,f,c,b,n
p,b,s,w,t,n,f,c,b,g
e,f,y,p,t,n,f,c,b,w
p,x,s,w,t,f,f,c,b,p
e,k,y,n,t,n,f,c,b,w
p,x,y,y,f,f,f,c,b,h
p,f,s,b,t,f,f,c,b,h
p,f,y,g,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,p
e,k,s,e,t,n,f,c,b,w
e,f,y,n,t,n,f,c,b,e
e,f,s,b,t,n,f,c,b,w
p,x,y,y,f,f,f,c,b,g
e,f,f,g,t,n,f,c,b,u
p,f,f,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,h
p,x,s,g,t,f,f,c,b,p
p,f,f,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,p
p,x,y,n,f,f,f,c,n,b
p,f,f,g,f,f,f,c,b,h
e,f,y,n,t,n,f,c,b,e
e,f,y,e,t,n,f,c,b,p
p,f,y,g,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,p
e,f,f,e,t,n,f,c,b,n
